,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,panstarrs1,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
159,665417157162598144,665417157162598144,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237674370218786853,08322347+2059449,J083223.44+205944.7,-9223372036854775808,128.0978037378209,20.995807940740185,12.566905,13.115348,11.891079,5.468223232314791,0.01783199,0.9945392,178949.34826942044,52.57763,408,12.555542,13.083514,11.878293,181.74689,182.30177,182.77776,181.64886,182.10213,182.63054,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.51592,0.01596262,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08322347+2059449,11.043,0.022,10.593,0.018,10.47,0.018,AAA,222,111,000,1,J083223.44+205944.7,10.437,0.023,10.511,0.021,10.265,0.096,8.779,,0000,0,AAAU,1111.0,,,,,,,,,,,,,,,,
160,661211727047722752,661211727047722752,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107428237553,08402624+1913099,J084026.22+191309.8,-9223372036854775808,130.1093653792596,19.219418275430897,12.571798,13.131667,11.880546,5.448930017773769,0.024901865,1.0465484,178028.727184345,93.17634,275,12.561142,13.099684,11.869166,182.13644,182.97745,183.78961,182.07999,182.83543,183.55026,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.63888,0.01095518,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08402624+1913099,11.088,0.022,10.583,0.021,10.461,0.02,AAA,222,111,000,1,J084026.22+191309.8,10.378,0.022,10.456,0.021,10.37,0.13,8.394,,0000,0,AABU,5744.0,,,,,,,,,,,,,,,,
162,664409175581692288,664409175581692288,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667143399243783,08364182+2024399,J083641.79+202439.8,-9223372036854775808,129.1742407318667,20.41109748459432,12.594963,13.135057,11.930854,5.275959360580877,0.020112492,1.0071468,173800.0397377897,109.22236,250,12.587242,13.10623,11.919379,188.24292,188.93869,189.76212,187.98392,188.72894,189.448,6377776802534785451,19.9942,0.1607,0,6377776802534785451,,,0,15.5044,0.01763402,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08364182+2024399,11.183,0.021,10.62,0.025,10.523,0.019,AAA,222,111,000,1,J083641.79+202439.8,10.494,0.022,10.552,0.021,10.425,0.102,8.459,0.452,0000,0,AAAC,5744.0,,,,,,,,,,,,,,,,
163,661391157898332160,661391157898332160,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107965698249,08444870+2017259,J084448.67+201725.8,132341312027789126,131.20295709708896,20.29055968274725,12.608421,13.175258,11.917593,5.4704159465160105,0.014001059,0.8869171,172382.08092892778,54.61799,461,12.596136,13.143718,11.905504,181.60522,182.07361,182.56723,181.68048,182.17125,182.61205,6377706360776164799,20.6163,0.2164,0,6377706360776164799,,,0,15.69584,0.01580616,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08444870+2017259,11.08,0.022,10.578,0.022,10.508,0.019,AAA,222,111,000,1,J084448.67+201725.8,10.419,0.023,10.496,0.021,10.299,0.139,8.373,,0000,0,AABU,3333.0,,,,,,,13.338299751281738,0.032159000635147,12.677300453186035,0.0010000000474974,12.89739990234375,0.0010000000474974,12.399999618530272,0.0010000000474974,12.095499992370604,0.0015950000379234
164,661806086098496000,661806086098496000,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142326419568,08461307+2043432,J084613.03+204343.0,-9223372036854775808,131.55445341869722,20.728686315393837,12.613876,13.17436,11.92911,5.539845427517337,0.018412128,1.0615741,171384.84289540598,41.399754,396,12.602436,13.142374,11.917197,179.24939,179.82855,180.46567,179.30403,179.92377,180.39787,6377706360778263614,20.6256,0.2099,256,6377706360778263614,21.3056,0.3913,0,15.68771,0.01376121,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08461307+2043432,11.116,0.022,10.634,0.021,10.494,0.017,AAA,222,111,000,1,J084613.03+204343.0,10.451,0.023,10.52,0.02,10.562,0.164,8.338,,0000,0,AABU,4644.0,,,,,,,,,,,,,,,,
165,663834856851415040,663834856851415040,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237673807583576279,08271521+2022444,J082715.18+202244.1,-9223372036854775808,126.8133837045404,20.37895781013915,12.61528,13.196093,11.909991,5.380318539164478,0.026269596,1.6727937,171204.69768914406,73.652596,343,12.603578,13.163307,11.895491,184.3218,185.22372,186.42883,184.25858,185.24852,186.19281,6377776784281176144,20.1695,0.2004,0,6377776784281176144,,,0,15.67369,0.01276402,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08271521+2022444,10.999,0.022,10.48,0.024,10.343,0.017,AAA,222,111,000,1,J082715.18+202244.1,10.308,0.023,10.344,0.02,10.191,0.071,8.673,,0000,0,AAAU,1100.0,,,,,,,,,,,,,,,,
166,662800456927247744,662800456927247744,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667108501651490,08354516+1938262,J083545.13+193825.9,-9223372036854775808,128.93816301735816,19.640588150133457,12.634912,13.184212,11.956104,5.390519039306154,0.016647696,0.953562,168140.7365626844,74.66777,309,12.623184,13.154735,11.945309,184.26793,184.7762,185.33336,184.40724,184.83357,185.3498,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.60567,0.01715692,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08354516+1938262,11.119,0.022,10.676,0.025,10.539,0.017,AAA,222,111,000,1,J083545.13+193825.9,10.499,0.023,10.571,0.022,10.47,0.095,8.271,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
167,659489518178180864,659489518178180864,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667254530474135,08404439+1839235,J084044.36+183923.3,-9223372036854775808,130.18497629315564,18.656521166113468,12.636957,13.190121,11.9471655,5.446812975590454,0.019108886,0.9572865,167547.24654500248,70.77433,304,12.627024,13.16232,11.935357,182.16536,182.79384,183.40764,182.31554,182.97076,183.57732,6377811898860045783,20.3904,0.1826,0,6377811898860045783,,,0,15.64234,0.01180014,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08404439+1839235,11.126,0.021,10.65,0.021,10.5,0.016,AAA,222,111,000,1,J084044.36+183923.3,10.441,0.023,10.514,0.02,10.611,0.112,8.952,,0000,0,AABU,4644.0,,,,,,,,,,,,,,,,
168,660134446170679040,660134446170679040,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667294259773558,08442031+1802595,J084420.28+180259.3,-9223372036854775808,131.0846463284445,18.04985874597968,12.637868,13.197598,11.953323,5.338256946261414,0.016129568,0.99473065,167646.92469756032,35.352707,488,12.626378,13.166862,11.941752,186.09146,186.62325,187.16096,186.19734,186.69559,187.21675,6377811907449979077,20.5589,0.207,0,6377811907449979077,,,0,15.74995,0.02581305,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08442031+1802595,11.128,0.022,10.633,0.021,10.49,0.018,AAA,222,111,000,1,J084420.28+180259.3,10.484,0.023,10.566,0.021,10.408,0.125,8.546,0.5,h000,0,AABC,1122.0,,,,,,,,,,,,,,,,
169,661004400386393984,661004400386393984,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667106891431963,08412258+1856020,J084122.55+185601.8,-9223372036854775808,130.34407626217438,18.93387422930189,12.661921,13.219862,11.978862,5.396196452308119,0.01861086,0.9939663,164199.53319066943,69.32129,450,12.648937,13.186989,11.96533,183.92873,184.56398,185.20451,183.99586,184.60287,185.25168,6377811898860046878,20.4597,0.1813,0,6377811898860046878,,,0,15.70257,0.01388304,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08412258+1856020,11.162,0.023,10.678,0.022,10.536,0.019,AAA,222,111,000,1,J084122.55+185601.8,10.482,0.023,10.579,0.021,10.297,0.096,8.403,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
170,665580022322839040,665580022322839040,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237673808658235510,08342121+2152438,J083421.18+215243.6,-9223372036854775808,128.58838801524303,21.878828458716043,12.666147,13.201474,12.00004,5.090650762954863,0.01646541,0.96919394,163210.3780828064,37.65658,454,12.655498,13.172594,11.989323,195.02867,195.56886,196.29895,194.92982,195.59007,196.32285,6377776792871110976,20.2654,0.1642,0,6377776792871110976,,,0,15.5957,0.009685364,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08342121+2152438,11.185,0.021,10.685,0.022,10.629,0.022,AAA,222,111,000,1,J083421.18+215243.6,10.575,0.023,10.65,0.021,10.556,0.097,8.37,,0000,0,AAAU,5633.0,,,,,,,,,,,,,,,,
171,661864566373175680,661864566373175680,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,-9223372036854775808,08465012+2101129,J084650.09+210112.6,-9223372036854775808,131.70884659191347,21.02024419546155,12.734434,13.32569,12.023608,5.602270050647781,0.014112607,0.8540366,153266.77206577477,44.744434,463,12.723747,13.296944,12.011799,177.4182,177.96573,178.56369,177.53484,177.9121,178.46973,6377706359702422574,20.675,0.2394,0,6377706359702422574,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08465012+2101129,11.141,0.021,10.666,0.03,10.544,0.019,AAA,222,111,000,1,J084650.09+210112.6,10.483,0.023,10.558,0.021,10.491,0.135,8.465,,0000,0,AABU,1122.0,,,,,,,,,,,,,,,,
172,663055818503513088,663055818503513088,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667143398785096,08325223+1958359,J083252.21+195835.8,-9223372036854775808,128.21764500299923,19.976659782967435,12.7360115,13.316318,12.033481,5.439653629239161,0.016288243,0.90547377,153242.13093678144,52.750534,424,12.723922,13.28514,12.021325,182.5406,183.1196,183.7757,182.69162,183.17471,183.69157,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.88823,0.01892176,13.60151,0.02597863,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08325223+1958359,11.145,0.022,10.683,0.018,10.56,0.019,AAA,222,111,000,1,J083252.21+195835.8,10.517,0.023,10.58,0.021,10.467,0.109,8.295,,0000,0,AAAU,3422.0,,,,,,,,,,,,,,,,
174,662633743477189632,662633743477189632,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667255603495028,08325566+1843582,J083255.63+184358.0,-9223372036854775808,128.23192254607017,18.73283157952884,12.760685,13.348615,12.055351,5.412420476144746,0.024793733,1.1221844,149634.25444840174,43.57328,274,12.749789,13.316886,12.043404,183.25475,184.10626,184.84984,183.39136,184.04031,184.83961,6377776804682269116,20.5211,0.2327,0,6377776804682269116,,,0,16.01033,0.03268232,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08325566+1843582,11.225,0.022,10.692,0.021,10.602,0.019,AAA,222,111,000,1,J083255.63+184358.0,10.516,0.022,10.606,0.02,10.468,0.102,8.817,0.506,0000,0,AAAC,5633.0,,,,,,,,,,,,,,,,
175,661221828810801408,661221828810801408,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667255067541650,08413902+1915568,J084139.00+191556.7,-9223372036854775808,130.41261649920853,19.265776590007967,12.76994,13.343747,12.060647,5.48958019791779,0.017024418,1.0446137,148538.76330525332,35.291668,473,12.757768,13.316425,12.049022,180.88745,181.40154,182.01065,181.03683,181.49951,182.01619,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.94704,0.02079592,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08413902+1915568,11.205,0.022,10.674,0.02,10.574,0.021,AAA,222,111,000,1,J084139.00+191556.7,10.523,0.023,10.604,0.02,10.403,0.093,8.438,,0000,0,AAAU,3333.0,,,,,,,,,,,,,,,,
176,659645030354241536,659645030354241536,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667106890973292,08373821+1828570,,-9223372036854775808,129.40926567223335,18.482478246971905,12.77134,13.338924,12.04076,5.331996735843282,0.01842755,1.0213232,147678.43332915075,108.89942,311,12.764074,13.312497,12.0323515,186.29597,186.96892,187.89192,186.25128,186.77377,187.4288,6377776811124719898,21.137,0.2715,0,6377776811124719898,,,0,15.94087,0.0199959,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08373821+1828570,11.017,0.026,10.598,0.04,10.427,0.025,AAA,222,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
177,662794787570424448,662794787570424448,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142325239930,08355988+1931320,J083559.84+193131.7,-9223372036854775808,128.99946108235855,19.525534712045506,12.843854,13.466701,12.112083,5.66387297810981,0.017834011,1.0416163,138364.8257574465,36.24971,318,12.834803,13.437584,12.100826,175.32704,175.83665,176.4106,175.43599,175.98329,176.4797,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.21471,0.01497255,13.777,0.0191271,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08355988+1931320,11.21,0.025,10.671,0.023,10.569,0.021,AAA,222,111,000,1,J083559.84+193131.7,10.51,0.023,10.589,0.02,10.343,0.121,8.607,0.535,0000,0,AABC,5744.0,,,,,,,,,,,,,,,,
178,661310756111835392,661310756111835392,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667112254374049,08401345+1946436,J084013.43+194643.6,-9223372036854775808,130.05605594794702,19.778808107286014,12.846568,13.4429865,12.127259,5.395738186240962,0.019156244,0.93437254,138092.93560626588,75.04358,289,12.836938,13.41744,12.117836,184.12631,184.64784,185.28351,183.91586,184.51294,185.05652,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.10088,0.0119861,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08401345+1946436,11.282,0.022,10.739,0.02,10.64,0.02,AAA,222,111,000,1,J084013.43+194643.6,10.58,0.023,10.655,0.02,10.543,0.131,8.514,,0000,0,AABU,5744.0,,,,,,,,,,,,,,,,
179,660118473188717824,660118473188717824,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667210507714598,08463355+1814096,J084633.52+181409.5,-9223372036854775808,131.6398097368492,18.23599869697199,12.850705,13.463493,12.122721,5.596201760625127,0.018654538,1.0354879,137785.16836663094,43.677383,424,12.83936,13.434562,12.110549,177.47682,177.99571,178.62613,177.36723,177.95259,178.49483,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.1857,0.0188824,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08463355+1814096,11.25,0.022,10.722,0.027,10.597,0.018,AAA,222,111,000,1,J084633.52+181409.5,10.532,0.023,10.607,0.02,10.49,0.093,8.969,,0000,0,AAAU,1122.0,,,,,,,,,,,,,,,,
180,663069150081902592,663069150081902592,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667143398785082,08323341+2004483,J083233.39+200448.2,-9223372036854775808,128.13923466171752,20.080104117084364,12.864726,13.481087,12.137257,5.508006333367591,0.018670479,1.0974668,136113.46847516016,36.01811,506,12.852614,13.448745,12.122559,180.20435,180.82487,181.46455,180.31857,180.93694,181.54341,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.16722,0.01904255,13.84335,0.02598002,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08323341+2004483,11.277,0.022,10.729,0.023,10.627,0.019,AAA,222,111,000,1,J083233.39+200448.2,10.552,0.023,10.624,0.021,10.548,0.103,8.415,,0000,0,AAAU,3422.0,,,,,,,,,,,,,,,,
182,662859104704260224,662859104704260224,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142862045248,08342412+1947362,J083424.09+194736.1,-9223372036854775808,128.60050286501522,19.793415280900486,12.869772,13.470195,12.153916,5.3729889465843295,0.01923677,1.0394298,135587.1326229072,37.163185,346,12.856821,13.437426,12.141679,184.77585,185.52599,186.29198,184.74919,185.37288,186.02574,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.10522,0.01147671,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08342412+1947362,11.285,0.023,10.782,0.023,10.629,0.022,AAA,222,111,000,1,J083424.09+194736.1,10.602,0.023,10.693,0.02,10.509,0.097,8.494,,0000,0,AAAU,3422.0,,,,,,,,,,,,,,,,
183,660295357121694080,660295357121694080,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667253994193006,08463304+1854242,J084633.00+185424.0,-9223372036854775808,131.63765092268662,18.90670986637016,12.885399,13.490932,12.162475,5.38166169089026,0.017172085,0.91335917,133682.28799055266,45.247463,393,12.872182,13.460778,12.150211,184.67862,185.21536,185.79625,184.41664,185.05174,185.61884,6377706371513581871,22.0121,0.4217,1,6377706371513581871,,,0,16.17712,0.01323817,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08463304+1854242,11.301,0.022,10.772,0.021,10.619,0.018,AAA,222,111,000,1,J084633.00+185424.0,10.591,0.024,10.668,0.02,10.504,0.103,8.665,,0000,0,AAAU,1122.0,,,,,,,,,,,,,,,,
184,664770472526841472,664770472526841472,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237665097920937998,08382819+2132460,J083828.16+213245.8,-9223372036854775808,129.617477403797,21.54611669441217,12.911443,13.697773,12.052224,6.000193279836894,0.35996345,22.993607,127694.1104382916,198.19498,309,12.92194,13.669449,12.035559,160.6914,168.59048,180.59529,149.55861,157.6494,165.02817,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.8628,0.01534117,14.19017,0.01800483,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08382819+2132460,10.999,0.023,10.342,0.019,10.2,0.016,AAA,222,111,000,1,J083828.16+213245.8,10.125,0.023,10.205,0.021,10.083,0.089,7.952,,0000,0,AAAU,5633.0,,,,,,,,,,,,,,,,
185,653021709747963520,653021709747963520,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211579228395,08261340+1655056,J082613.38+165505.5,-9223372036854775808,126.55585379466822,16.918242044664794,12.939533,13.56238,12.209944,5.331902930445459,0.019979585,1.0277236,126731.673103735,36.750275,517,12.930154,13.531139,12.195509,186.0537,186.63551,187.26636,186.09146,186.6395,187.22946,6377811893491338275,21.7947,0.499,0,6377811893491338275,,,0,16.30618,0.01316017,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08261340+1655056,11.325,0.02,10.792,0.02,10.678,0.017,AAA,222,111,000,1,J082613.38+165505.5,10.606,0.023,10.691,0.021,10.461,0.099,7.944,,0000,0,AAAU,3422.0,,,,,,,,,,,,,,,,
186,658065444461396608,658065444461396608,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667293185245229,08382651+1637283,J083826.48+163728.1,127941296103539906,129.61046074774356,16.624527477209256,12.9478445,13.563882,12.216515,5.496219042299299,0.018034136,1.0402287,125833.61953777308,36.056473,317,12.937875,13.538844,12.207357,180.3818,180.97467,181.48347,180.5304,181.07283,181.58557,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.28802,0.01334239,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08382651+1637283,11.368,0.021,10.827,0.02,10.708,0.017,AAA,222,111,000,1,J083826.48+163728.1,10.607,0.023,10.683,0.022,10.747,0.144,8.659,,0000,0,AABU,5744.0,,,,,,,13.737299919128418,0.0027590000536292,12.8681001663208,0.0010000000474974,12.62090015411377,0.0047780000604689,12.4822998046875,0.0010000000474974,12.369199752807615,0.0014560000272467
