,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,panstarrs1,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
281,3312281634829711488,3312281634829711488,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671256905089042,04181297+1605533,J041813.06+160553.0,127310645544708220,64.5541287630863,16.098130196981216,14.774393,16.561111,13.488154,20.725496302360657,0.029271381,1.1234928,23706.48521876736,18.905983,310,14.750199,16.547955,13.47352,48.03839,48.116264,48.175663,48.041447,48.1073,48.170208,6376897099817026897,21.7128,0.3878,0,6376897099817026897,,,0,19.37556,0.04981536,17.08249,0.02124386,15.60173,0.01516906,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04181297+1605533,11.583,0.021,10.97,0.022,10.704,0.017,AAA,222,111,000,1,J041813.06+160553.0,10.57,0.023,10.386,0.02,10.195,0.069,8.613,,0000,0,AAAU,1111.0,,,,,,,16.8882999420166,0.0048380000516772,15.6358003616333,0.0023990001063793,14.046299934387209,0.0046040001325309,13.27340030670166,0.0012369999894872,12.908499717712402,0.0127820000052452
284,3292663564251652608,3292663564251652608,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673472029491539,04405203+0905153,J044052.11+090515.3,118900702170945598,70.21686844727735,9.08760494440678,14.819497,16.566647,13.546177,22.405532749019123,0.029280003,1.0444983,22842.647488736657,14.019418,435,14.790501,16.545158,13.52788,44.453682,44.513824,44.562412,44.45028,44.49945,44.555336,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,20.04318,0.03988495,17.17878,0.01754402,15.68415,0.009585976,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04405203+0905153,11.696,0.022,11.132,0.03,10.823,0.022,AAA,222,111,000,1,J044052.11+090515.3,10.666,0.023,10.478,0.022,10.283,0.104,8.236,,0000,0,AAAU,2322.0,,,,,,,16.9148006439209,0.0048329997807741,15.680399894714355,0.0037159998901188,14.096099853515623,0.0032919999212026,13.369500160217283,0.006963999941945,13.002799987792969,0.0049350000917911
286,151319978535712896,151319978535712896,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660559745679699,04301702+2622264,J043017.10+262225.7,139640675712409183,67.57098351404827,26.3739616239355,14.97194,16.757957,13.68783,18.19733091956164,0.03824255,1.1494066,19889.396176442144,23.91363,277,14.940813,16.737465,13.667838,54.65509,54.747272,54.854996,54.643143,54.770733,54.923927,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.78323,0.03862851,17.34321,0.0154425,15.84603,0.01165934,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04301702+2622264,11.803,0.021,11.156,0.022,10.913,0.017,AAA,222,111,000,1,J043017.10+262225.7,10.757,0.024,10.579,0.02,10.539,0.122,8.634,,HH00,0,AABU,2322.0,ASASSN-V J043017.20+262226.0,16.5,0.47,,ROT:    ,0.821,17.063800811767578,0.0031870000530034,15.863200187683104,0.0028669999446719,14.243599891662598,0.0028089999686926,13.478899955749512,0.0023749999236315,13.111700057983398,0.0018469999777153
287,48482454126911360,48482454126911360,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664087531061511,04144521+1903502,J041445.29+190349.9,130870636887417167,63.68844029365843,19.06396233938713,14.994632,16.742884,13.71576,19.22192112619168,0.03633473,1.0830694,19442.594390406197,12.614616,256,14.965482,16.72568,13.701721,51.79767,51.876595,51.9578,51.772045,51.88981,51.99256,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.94353,0.03538756,17.3192,0.01720322,15.82553,0.01392425,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04144521+1903502,11.882,0.02,11.259,0.022,10.984,0.018,AAA,222,111,000,1,J041445.29+190349.9,10.832,0.023,10.638,0.023,10.476,0.082,9.066,,0000,0,AAAU,1111.0,,,,,,,17.0762996673584,0.0047789998352527,15.850700378417969,0.0048560001887381,14.254799842834473,0.0035500000230968,13.502099990844728,0.0008619999862276,13.107500076293944,0.0180789995938539
288,3314294771901304192,3314294771901304192,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673326008140162,04335544+1822507,J043355.54+182250.4,130050684814037365,68.48111115013353,18.380764682038567,14.997765,16.776814,13.717543,21.587850129123968,0.031458754,1.0239731,19322.09517892464,11.441993,454,14.972231,16.758175,13.700722,46.14336,46.19967,46.272575,46.12445,46.202564,46.269566,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,20.12268,0.04294632,17.38314,0.01203972,15.86941,0.01283312,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04335544+1822507,11.849,0.02,11.241,0.023,10.966,0.018,AAA,222,111,000,1,J043355.54+182250.4,10.809,0.024,10.613,0.021,10.642,0.133,8.12,,0000,0,AABU,5744.0,,,,,,,17.143400192260742,0.0064530000090599,15.869600296020508,0.0056980000808835,14.285400390625,0.0044350000098347,13.522000312805176,0.0010730000212788,13.147199630737305,0.0024449999909847
289,3392423078873226112,3392423078873226112,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673474179596911,04572755+1356427,J045727.60+135642.5,124730743650724687,74.36481895907598,13.945219186204602,15.015662,16.729193,13.751927,18.225599230105647,0.036599323,1.0952235,19025.311694298507,10.1193,303,14.9890375,16.72248,13.732754,54.58481,54.69625,54.788666,54.606644,54.717793,54.82132,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.6429,0.03446635,17.27899,0.01311901,15.83691,0.00965784,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04572755+1356427,11.92,0.023,11.34,0.028,11.081,0.021,AAA,222,111,000,1,J045727.60+135642.5,10.888,0.023,10.719,0.02,10.435,0.103,8.836,,0000,0,AAAU,0.0,,,,,,,17.08340072631836,0.0049760001711547,15.830300331115724,0.0040690000168979,14.282699584960938,0.0013409999664872,13.614999771118164,0.0107990000396966,13.216699600219728,0.0029819998890161
291,3308433069254919424,3308433069254919424,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04421243+1408512,J044212.50+140851.1,124970705521127524,70.55186482740076,14.147595586672056,15.03678,16.81756,13.756556,20.093219300579644,0.032163203,1.1021504,18714.77049193205,10.411082,527,15.006906,16.792934,13.737035,49.557434,49.638893,49.712242,49.540623,49.61813,49.687572,6376897136324248553,21.6918,0.313,0,6376897136324248553,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04421243+1408512,11.889,0.021,11.295,0.023,11.011,0.018,AAA,222,111,000,1,J044212.50+140851.1,10.834,0.022,10.649,0.022,10.409,0.099,8.729,,0000,0,AAAU,3433.0,,,,,,,17.147199630737305,0.0100819999352097,15.898799896240234,0.003698999993503,14.272500038146973,0.0053659998811781,13.57450008392334,0.0107030002400279,13.172599792480469,0.0043279998935759
297,144833998098820992,144833998098820992,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671258518848090,04384339+2144143,J043843.47+214413.8,134080696811215164,69.68080672006577,21.73733123769956,15.141472,16.958616,13.843102,23.126591291194597,0.03637434,0.9996131,17037.75753873247,10.615802,247,15.108836,16.959145,13.822978,43.054996,43.11699,43.191753,43.070644,43.12757,43.195423,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,20.19293,0.05461988,17.58269,0.01802843,16.05959,0.01112007,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04384339+2144143,11.95,0.022,11.341,0.022,11.073,0.018,AAA,222,111,000,1,J043843.47+214413.8,10.874,0.025,10.695,0.02,10.599,0.109,8.359,,0000,0,AABU,1222.0,,,,,,,17.340099334716797,0.0057919998653233,16.071699142456055,0.0016019999748095,14.399800300598145,0.0021250001154839,13.636199951171877,0.0043379999697208,13.258299827575684,0.0011350000277161
303,3287587771900733440,3287587771900733440,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673452701548764,04290570+0910569,J042905.76+091056.8,119010672740429449,67.27379909153558,9.182469881118957,15.238526,17.109352,13.919417,15.739114370814049,0.13874339,5.0485735,15131.679959731176,32.67629,274,15.237649,17.093468,13.9050255,62.818054,63.44097,63.973,62.451588,63.04282,63.59327,6376897196453790894,21.8985,0.4134,0,6376897196453790894,,,256,20.1861,0.0504072,17.69156,0.01372355,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04290570+0910569,12.004,0.021,11.415,0.023,11.119,0.026,AAA,222,111,000,1,J042905.76+091056.8,10.913,0.024,10.726,0.021,10.628,0.093,9.142,,hh00,0,AAAU,2322.0,,,,,,,17.46310043334961,0.0052539999596774,16.206600189208984,0.0051730000413954,14.49020004272461,0.0015920000150799,13.70699977874756,0.0096410000696778,13.317999839782717,0.0159549992531538
304,148792171240741120,148792171240741120,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660751406956802,04211682+2311525,J042116.91+231152.0,135830653204607903,65.32015339977099,23.197929655014047,15.250086,17.058895,13.959436,19.969745919206343,0.03354526,1.0582846,15334.758650542646,10.074991,382,15.223174,17.033688,13.944133,49.842224,49.924824,50.007965,49.82962,49.906017,49.98958,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.34611,0.02463219,17.54299,0.007887064,16.04662,0.010895,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04211682+2311525,12.122,0.024,11.507,0.022,11.242,0.018,AAA,222,111,000,1,J042116.91+231152.0,11.036,0.023,10.842,0.021,10.731,0.113,8.915,,0000,0,AABU,2322.0,,,,,,,17.370500564575195,0.0062719997949898,16.134700775146484,0.0051710000261664,14.511199951171877,0.004674999974668,13.753499984741213,0.0022030000109225,13.372699737548828,0.0043790000490844
305,3392323607430380416,3392323607430380416,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673452169658838,05081541+1522383,J050815.46+152238.0,126450770644713179,77.06423657479202,15.37732366793938,15.261211,17.121967,13.956486,19.98385106260828,0.04032147,1.0623134,15222.495144236103,19.440678,246,15.231153,17.10051,13.938131,49.777924,49.88938,49.998413,49.801422,49.90096,49.981293,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,20.09287,0.04856076,17.72603,0.01683198,16.18355,0.01526678,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,05081541+1522383,12.038,0.029,11.464,0.034,11.156,0.019,AAA,222,111,000,1,J050815.46+152238.0,10.968,0.022,10.787,0.021,10.612,0.105,8.703,,0000,0,AAAU,0.0,,,,,,,17.452800750732422,0.0167570002377033,16.19529914855957,0.0040029999800026,14.528599739074709,0.0047809998504817,13.737700462341309,0.0142139997333288,13.3371000289917,0.0026650000363588
306,147908438767993216,147908438767993216,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660558135329191,04324532+2505340,J043245.40+250533.4,138110681891671710,68.18888408844741,25.0927559935757,15.267898,17.07605,13.978995,18.48182743907978,0.03824691,1.0957832,15122.18432451651,10.8744,266,15.238331,17.056047,13.960554,53.834015,53.944008,54.05364,53.809734,53.919838,54.0191,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,20.09311,0.04086196,17.65042,0.01611773,16.17621,0.0134603,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04324532+2505340,12.075,0.021,11.465,0.022,11.205,0.021,AAA,222,111,000,1,J043245.40+250533.4,11.051,0.023,10.861,0.02,10.674,0.134,8.46,,0000,0,AABU,2322.0,,,,,,,17.447099685668945,0.0034459999296814,16.18199920654297,0.0052450001239776,14.548299789428713,0.0070500001311302,13.774399757385254,0.0036659999750554,13.39430046081543,0.007420000154525
313,3391170490315215104,3391170490315215104,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673450560815838,05251197+1630596,J052512.01+163059.4,127820813000700333,81.29988266028877,16.51657168301632,15.414823,17.296114,14.112004,18.94266591482449,0.039829135,1.1070966,13198.270881308386,10.302765,311,15.386074,17.261246,14.090241,52.49951,52.599487,52.708797,52.505074,52.635345,52.766426,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,20.46933,0.05300055,17.85585,0.01566593,16.38225,0.008217124,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,05251197+1630596,12.153,0.02,11.6,0.021,11.315,0.02,AAA,222,111,000,1,J052512.01+163059.4,11.121,0.023,10.944,0.021,10.885,0.13,8.765,,d000,0,AABU,0.0,,,,,,,17.596399307250977,0.0060470001772046,16.384899139404297,0.0026199999265372,14.69909954071045,0.002913000062108,13.899800300598145,0.0048010000027716,13.500300407409668,0.0025599999353289
319,146717014840345216,146717014840345216,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664089144820379,04394462+2331579,J043944.69+233157.6,136230699362249735,69.93597080022612,23.532797977877006,15.702334,17.606195,14.38557,19.40165523129069,0.046800263,1.0184518,10138.18131816787,5.8735137,287,15.672466,17.57644,14.373692,51.281303,51.38466,51.50699,51.214733,51.382122,51.49638,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,20.34272,0.04459769,18.21857,0.01196153,16.68807,0.01024884,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04394462+2331579,12.474,0.023,11.885,0.02,11.538,0.018,AAA,222,111,000,1,J043944.69+233157.6,11.378,0.023,11.192,0.02,10.906,0.135,8.616,,0000,0,AABU,1122.0,,,,,,,17.96299934387207,0.0082250004634261,16.66160011291504,0.0039260000921785,14.964599609375,0.0047590001486241,14.154999732971191,0.0034660000819712,13.778499603271484,0.0038079998921602
320,149956519694104704,149956519694104704,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660758923477353,04145019+2422375,J041450.30+242236.9,137250637095352860,63.70925449624647,24.37703995747933,15.742572,17.64269,14.428964,19.819614887869765,0.044736315,1.0423055,9771.054907454669,7.42426,408,15.712513,17.614922,14.4149,50.17516,50.288704,50.444794,50.168427,50.279724,50.372692,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.06607,0.06602197,18.31825,0.01593242,16.72663,0.0136047,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04145019+2422375,12.479,0.02,11.903,0.022,11.593,0.021,AAA,222,111,000,1,J041450.30+242236.9,11.407,0.022,11.221,0.021,11.056,0.179,8.898,,0000,0,AABU,1211.0,,,,,,,18.006500244140625,0.0065870000980794,16.71780014038086,0.0044289999641478,15.0,0.0020739999599754,14.207300186157228,0.0020959998946636,13.82509994506836,0.0038300000596791
322,147118233505518976,147118233505518976,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664088609260471,04515333+2436365,J045153.41+243635.8,137530729725432495,72.97230339337575,24.610122174250076,15.845406,17.857868,14.495566,20.91460162552224,0.049606726,1.0755686,8872.389729996836,5.559176,419,15.8172655,17.852203,14.482722,47.56003,47.668224,47.764492,47.59987,47.68977,47.795357,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,20.95151,0.05718806,18.53588,0.01212845,16.9747,0.007786792,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04515333+2436365,12.485,0.022,11.867,0.022,11.54,0.022,AAA,222,111,000,1,J045153.41+243635.8,11.36,0.022,11.187,0.023,10.815,0.14,8.832,,0000,0,AABU,0.0,,,,,,,18.204500198364254,0.0090460004284977,16.91309928894043,0.0037909999955445,15.116999626159668,0.0034370000939816,14.262399673461914,0.0018129999516531,13.809700012207031,0.0107580004259943
324,47345490384536576,47345490384536576,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671257979289887,04190576+1734235,J041905.84+173423.0,129080647743678258,64.77409171544632,17.573137646134654,15.912007,17.977978,14.553633,18.461937432588705,0.17455138,3.317572,8377.46153157349,7.0047846,244,15.879586,17.987646,14.541792,53.23914,53.94142,54.60049,53.561745,53.977596,54.416145,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.26257,0.0854984,18.56746,0.02013016,17.07769,0.01666775,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04190576+1734235,12.446,0.022,11.865,0.023,11.512,0.022,AAA,222,111,000,1,J041905.84+173423.0,11.337,0.023,11.113,0.02,10.999,0.158,8.993,,0000,0,AABU,1111.0,,,,,,,18.355100631713867,0.0031820000149309,17.039100646972656,0.0036460000555962,15.185400009155272,0.00268099992536,14.309399604797363,0.0014280000468716,13.848899841308594,0.002604000037536
326,3395180718459278464,3395180718459278464,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673474718958149,05153070+1725541,J051530.74+172553.7,128910788780998445,78.87793357861486,17.431702779287754,15.965633,17.97763,14.6196375,17.918819328153322,0.05742584,1.0751374,7944.224733400749,3.9830496,406,15.937238,17.955286,14.608924,55.419044,55.618282,55.821976,55.38293,55.56797,55.76181,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.29437,0.09583376,18.6009,0.01247481,17.10513,0.009730648,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,05153070+1725541,12.629,0.023,12.05,0.021,11.757,0.018,AAA,222,111,000,1,J051530.74+172553.7,11.547,0.023,11.348,0.021,11.295,0.217,8.792,,0000,0,AABU,0.0,,,,,,,18.313499450683597,0.0075249997898936,17.044599533081055,0.0056050000712275,15.241299629211426,0.0015650000423192,14.387499809265137,0.0020330001134425,13.963800430297852,0.0014519999967887
337,3413082661841179520,3413082661841179520,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673413508792936,04472420+2239486,J044724.27+223948.1,135190718511276611,71.85088442668223,22.66351030940269,16.338938,18.445536,14.969195,19.39873165794744,0.06973227,1.0095522,5630.831179767337,3.93498,363,16.310936,18.437605,14.956894,51.280178,51.43473,51.6354,51.228104,51.394825,51.557907,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.10571,0.07549303,19.10063,0.01231089,17.53227,0.0157106,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04472420+2239486,12.883,0.021,12.269,0.024,11.965,0.02,AAA,222,111,000,1,J044724.27+223948.1,11.791,0.023,11.59,0.023,11.671,0.237,8.556,,0000,0,AABU,1111.0,,,,,,,18.840900421142575,0.012008000165224,17.486000061035156,0.0073719997890293,15.60849952697754,0.0035200000274926,14.715299606323242,0.0049290000461041,14.255800247192385,0.0037150001153349
342,45789269114357632,45789269114357632,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673327617048698,04173224+1656591,J041732.33+165658.7,128340643847340128,64.38437258273272,16.949732108301372,16.594349,18.723032,15.165406,23.0646447155953,0.09579824,1.0511117,4450.553890814174,5.15281,223,16.566332,18.944828,15.164445,43.04882,43.209682,43.386055,43.077763,43.231056,43.397175,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.61241,0.172582,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04173224+1656591,12.937,0.024,12.327,0.023,12.02,0.021,AAA,222,111,000,1,J041732.33+165658.7,11.787,0.023,11.581,0.024,11.138,0.148,8.854,,0000,0,AABU,1111.0,,,,,,,19.372800827026367,0.0176369994878768,17.99020004272461,0.0071760001592338,15.888500213623049,0.0021490000654011,14.88319969177246,0.0031230000313371,14.350700378417969,0.0023570000194013
346,49407521363733632,49407521363733632,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664089142460686,04184554+2101544,J041845.64+210153.8,133230646901858501,64.68982090247152,21.03175538471769,16.856655,19.29711,15.409893,23.21099306427877,0.07383284,0.9981908,3496.6403414287447,3.0082848,533,16.82824,19.338436,15.412705,42.844612,42.979492,43.094734,42.85646,42.99602,43.136524,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.95864,0.1620262,20.00497,0.01926395,18.35354,0.01270125,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04184554+2101544,13.143,0.022,12.535,0.024,12.213,0.021,AAA,222,111,000,1,J041845.64+210153.8,11.979,0.023,11.762,0.022,11.656,0.261,8.528,,0000,0,AABU,1111.0,,,,,,,19.658100128173828,0.0215210001915693,18.33690071105957,0.0090349996462464,16.1476993560791,0.0023439999204128,15.13230037689209,0.0019270000047981,14.592100143432615,0.0029249999206513
350,3230836376154368384,3230836376154368384,Hyades  ,Hyades               ,0.065,21.052,76282022,1237666301638213967,04422788+0043376,J044227.95+004337.9,108870706164543122,70.61620362990855,0.7271465359693349,17.29863,19.743513,15.831483,21.080871821669053,0.24531128,2.6415656,2327.733909202551,2.8765147,416,17.270033,19.83609,15.840193,46.850254,47.29995,47.817745,46.62572,47.139194,47.655342,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.24453,0.1837973,20.54296,0.02411021,18.91696,0.02017446,,,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,-32768,-2147483648,0,,,0,0,1,18.916,0.0155,0,0,5,16.3582,0.0115,0,0,5,15.2884,0.0107,04422788+0043376,13.417,0.024,12.762,0.022,12.363,0.027,AAA,222,111,000,1,J044227.95+004337.9,12.137,0.024,11.887,0.023,11.231,0.161,9.232,0.505,0000,0,AABC,11.0,,,,,,,20.255199432373047,0.0214249994605779,18.85330009460449,0.004935999866575,16.61039924621582,0.0023839999921619,15.523099899291992,0.0036720000207424,14.934200286865234,0.0052470001392066
